noun	verb	case	frequency
aviation	zing	abstract	0
aviation	hope	abstract	0
aviation	avail	abstract	0
aviation	could	abstract	0
aviation	moralize	abstract	0
aviation	suppose	abstract	0
aviation	deserved	abstract	0
aviation	trusting	abstract	0
aviation	ought	abstract	0
aviation	prevail	abstract	0
aviation	distrust	abstract	0
aviation	accustom	abstract	0
aviation	were	abstract	0
aviation	assuming	abstract	0
aviation	meant	abstract	0
aviation	redefine	abstract	0
aviation	acquaint	abstract	0
aviation	imposing	abstract	0
aviation	aspire	abstract	0
aviation	imagine	abstract	0
aviation	should	abstract	0
aviation	await	abstract	0
aviation	causing	abstract	0
aviation	inspired	abstract	0
aviation	behoove	abstract	0
aviation	cover	concrete	45
aviation	tackle	concrete	18
aviation	show	concrete	16
aviation	lead	concrete	13
aviation	write	concrete	9
aviation	carry	concrete	8
aviation	drive	concrete	8
aviation	burn	concrete	5
aviation	serve	concrete	5
aviation	break	concrete	5
aviation	build	concrete	5
aviation	launch	concrete	5
aviation	fight	concrete	4
aviation	visit	concrete	4
aviation	raise	concrete	4
aviation	handle	concrete	3
aviation	talk	concrete	3
aviation	call	concrete	3
aviation	draw	concrete	3
aviation	soak	concrete	2
aviation	breathe	concrete	2
aviation	walk	concrete	2
aviation	dump	concrete	2
aviation	glide	concrete	2
aviation	pack	concrete	2
aviation	treat	concrete	2
aviation	reach	concrete	2
aviation	sign	concrete	1
aviation	stick	concrete	1
aviation	step	concrete	1
aviation	hail	concrete	1
aviation	inject	concrete	1
aviation	drag	concrete	1
aviation	climb	concrete	1
aviation	forge	concrete	1
aviation	rise	concrete	1
aviation	throw	concrete	1
aviation	swallow	concrete	1
aviation	touch	concrete	1
aviation	speak	concrete	1
aviation	comb	concrete	0
aviation	tire	concrete	0
aviation	smoke	concrete	0
aviation	nail	concrete	0
aviation	scissor	concrete	0
aviation	blinking	concrete	0
aviation	rake	concrete	0
aviation	screw	concrete	0
aviation	firebomb	concrete	0
aviation	handcuff	concrete	0
aviation	paint	concrete	0
aviation	leaves	concrete	0
aviation	skating	concrete	0
aviation	vomit	concrete	0
aviation	piss	concrete	0
aviation	slap	concrete	0
aviation	buckle	concrete	0
aviation	spit	concrete	0
aviation	caulk	concrete	0
aviation	sandbag	concrete	0
aviation	whip	concrete	0
aviation	eave	concrete	0
aviation	smack	concrete	0
aviation	snowshoe	concrete	0
aviation	spout	concrete	0
aviation	barge	concrete	0
aviation	legging	concrete	0
aviation	crochet	concrete	0
aviation	lock	concrete	0
aviation	sprout	concrete	0
aviation	chisel	concrete	0
aviation	meth	concrete	0
aviation	seal	concrete	0
aviation	stoop	concrete	0
aviation	drool	concrete	0
aviation	peel	concrete	0
aviation	watch	concrete	0
aviation	drawing	concrete	0
aviation	puke	concrete	0
aviation	sail	concrete	0
aviation	skate	concrete	0
aviation	tear	concrete	0
aviation	shed	concrete	0
aviation	brush	concrete	0
aviation	swing	concrete	0
aviation	weep	concrete	0
aviation	clamp	concrete	0
aviation	dial	concrete	0
aviation	dunk	concrete	0
aviation	honk	concrete	0
aviation	jump	concrete	0
aviation	kissing	concrete	0
aviation	lick	concrete	0
aviation	spike	concrete	0
aviation	bodysurf	concrete	0
aviation	crank	concrete	0
aviation	ditch	concrete	0
aviation	painted	concrete	0
aviation	rivet	concrete	0
aviation	crying	concrete	0
bachelor	confirm	abstract	56
bachelor	remain	abstract	37
bachelor	require	abstract	10
bachelor	need	abstract	6
bachelor	expect	abstract	5
bachelor	want	abstract	4
bachelor	approve	abstract	3
bachelor	become	abstract	2
bachelor	relate	abstract	2
bachelor	educate	abstract	2
bachelor	stay	abstract	2
bachelor	imagine	abstract	1
bachelor	consider	abstract	1
bachelor	perplex	abstract	1
bachelor	alienate	abstract	1
bachelor	annoy	abstract	1
bachelor	equate	abstract	1
bachelor	conduct	abstract	1
bachelor	would	abstract	0
bachelor	idealize	abstract	0
bachelor	zing	abstract	0
bachelor	hope	abstract	0
bachelor	avail	abstract	0
bachelor	could	abstract	0
bachelor	moralize	abstract	0
bachelor	suppose	abstract	0
bachelor	deserved	abstract	0
bachelor	trusting	abstract	0
bachelor	belong	abstract	0
bachelor	ought	abstract	0
bachelor	prevail	abstract	0
bachelor	distrust	abstract	0
bachelor	justify	abstract	0
bachelor	accustom	abstract	0
bachelor	were	abstract	0
bachelor	assuming	abstract	0
bachelor	meant	abstract	0
bachelor	redefine	abstract	0
bachelor	acquaint	abstract	0
bachelor	imposing	abstract	0
bachelor	aspire	abstract	0
bachelor	should	abstract	0
bachelor	await	abstract	0
bachelor	believe	abstract	0
bachelor	causing	abstract	0
bachelor	inspired	abstract	0
bachelor	behoove	abstract	0
bachelor	disown	abstract	0
bachelor	valued	abstract	0
bachelor	differ	abstract	0
bachelor	estrange	abstract	0
bachelor	fooling	abstract	0
bachelor	instill	abstract	0
bachelor	knowing	abstract	0
bachelor	outdo	abstract	0
bachelor	smitten	abstract	0
bachelor	limiting	abstract	0
bachelor	accrue	abstract	0
bachelor	becomes	abstract	0
bachelor	deduce	abstract	0
bachelor	forsaken	abstract	0
bachelor	implore	abstract	0
bachelor	assuring	abstract	0
bachelor	embitter	abstract	0
bachelor	pertain	abstract	0
bachelor	prefer	abstract	0
bachelor	renounce	abstract	0
bachelor	knew	abstract	0
bachelor	degrade	abstract	0
bachelor	deign	abstract	0
bachelor	deprave	abstract	0
bachelor	freeing	abstract	0
bachelor	invoke	abstract	0
bachelor	oppress	abstract	0
bachelor	oversell	abstract	0
bachelor	preclude	abstract	0
bachelor	reasoned	abstract	0
bachelor	outthink	abstract	0
bachelor	becoming	abstract	0
bachelor	behold	abstract	0
bachelor	coping	abstract	0
bachelor	humanize	abstract	0
bachelor	abide	abstract	0
bachelor	blamed	abstract	0
bachelor	deceive	abstract	0
bachelor	ensure	abstract	0
bachelor	exploit	abstract	0
bachelor	feeling	abstract	0
bachelor	forgo	abstract	0
bachelor	know	abstract	0
bachelor	offend	abstract	0
bachelor	reassert	abstract	0
bachelor	sanctify	abstract	0
bachelor	deserve	abstract	0
bachelor	endear	abstract	0
bachelor	envy	abstract	0
bachelor	hoped	abstract	0
bachelor	revel	abstract	0
bachelor	astonish	abstract	0
bachelor	dislike	abstract	0
bachelor	throw	concrete	6
bachelor	swing	concrete	5
bachelor	lead	concrete	5
bachelor	visit	concrete	2
bachelor	scream	concrete	1
bachelor	clench	concrete	1
bachelor	call	concrete	1
bachelor	pull	concrete	1
bachelor	show	concrete	1
bachelor	furnish	concrete	1
bachelor	build	concrete	1
bachelor	comb	concrete	0
bachelor	tire	concrete	0
bachelor	smoke	concrete	0
bachelor	nail	concrete	0
bachelor	scissor	concrete	0
bachelor	blinking	concrete	0
bachelor	rake	concrete	0
bachelor	screw	concrete	0
bachelor	firebomb	concrete	0
bachelor	handcuff	concrete	0
bachelor	paint	concrete	0
bachelor	leaves	concrete	0
bachelor	skating	concrete	0
bachelor	vomit	concrete	0
bachelor	piss	concrete	0
bachelor	slap	concrete	0
bachelor	buckle	concrete	0
bachelor	spit	concrete	0
bachelor	caulk	concrete	0
bachelor	sandbag	concrete	0
bachelor	whip	concrete	0
bachelor	eave	concrete	0
bachelor	smack	concrete	0
bachelor	snowshoe	concrete	0
bachelor	spout	concrete	0
bachelor	barge	concrete	0
bachelor	legging	concrete	0
bachelor	crochet	concrete	0
bachelor	lock	concrete	0
bachelor	sprout	concrete	0
bachelor	chisel	concrete	0
bachelor	meth	concrete	0
bachelor	seal	concrete	0
bachelor	stoop	concrete	0
bachelor	sign	concrete	0
bachelor	drool	concrete	0
bachelor	peel	concrete	0
bachelor	watch	concrete	0
bachelor	drawing	concrete	0
bachelor	puke	concrete	0
bachelor	sail	concrete	0
bachelor	stick	concrete	0
bachelor	handle	concrete	0
bachelor	skate	concrete	0
bachelor	tear	concrete	0
bachelor	shed	concrete	0
bachelor	brush	concrete	0
bachelor	step	concrete	0
bachelor	weep	concrete	0
bachelor	clamp	concrete	0
bachelor	dial	concrete	0
bachelor	dunk	concrete	0
bachelor	honk	concrete	0
bachelor	jump	concrete	0
bachelor	kissing	concrete	0
bachelor	lick	concrete	0
bachelor	spike	concrete	0
bachelor	bodysurf	concrete	0
bachelor	crank	concrete	0
bachelor	ditch	concrete	0
bachelor	painted	concrete	0
bachelor	rivet	concrete	0
bachelor	crying	concrete	0
bachelor	kiss	concrete	0
bachelor	salute	concrete	0
bachelor	slide	concrete	0
bachelor	crawling	concrete	0
bachelor	urinate	concrete	0
bachelor	yawn	concrete	0
bachelor	bite	concrete	0
bachelor	cross	concrete	0
bachelor	punching	concrete	0
bachelor	sleep	concrete	0
bachelor	washing	concrete	0
bachelor	locked	concrete	0
bachelor	swim	concrete	0
bachelor	goggle	concrete	0
bachelor	dropkick	concrete	0
bachelor	floss	concrete	0
bachelor	knit	concrete	0
bachelor	shelve	concrete	0
bachelor	stomp	concrete	0
bachelor	bleed	concrete	0
bachelor	chime	concrete	0
bachelor	tapping	concrete	0
bachelor	blink	concrete	0
bachelor	boiling	concrete	0
bachelor	carjack	concrete	0
bachelor	snore	concrete	0
baseball	know	abstract	13
baseball	love	abstract	10
baseball	improve	abstract	5
baseball	imagine	abstract	4
baseball	need	abstract	4
baseball	decide	abstract	4
baseball	become	abstract	3
baseball	prefer	abstract	3
baseball	develop	abstract	3
baseball	relate	abstract	3
baseball	forget	abstract	3
baseball	define	abstract	3
baseball	excel	abstract	3
baseball	believe	abstract	2
baseball	prove	abstract	2
baseball	expect	abstract	2
baseball	derive	abstract	2
baseball	reduce	abstract	2
baseball	loathe	abstract	2
baseball	trust	abstract	2
baseball	hope	abstract	1
baseball	consider	abstract	1
baseball	ensure	abstract	1
baseball	dislike	abstract	1
baseball	intend	abstract	1
baseball	signify	abstract	1
baseball	inspire	abstract	1
baseball	wish	abstract	1
baseball	happen	abstract	1
baseball	suggest	abstract	1
baseball	wonder	abstract	1
baseball	astound	abstract	1
baseball	rely	abstract	1
baseball	want	abstract	1
baseball	excite	abstract	1
baseball	hate	abstract	1
baseball	devote	abstract	1
baseball	manage	abstract	1
baseball	predict	abstract	1
baseball	advise	abstract	1
baseball	inherit	abstract	1
baseball	liken	abstract	1
baseball	contend	abstract	1
baseball	dominate	abstract	1
baseball	obsess	abstract	1
baseball	would	abstract	0
baseball	idealize	abstract	0
baseball	zing	abstract	0
baseball	avail	abstract	0
baseball	could	abstract	0
baseball	moralize	abstract	0
baseball	suppose	abstract	0
baseball	deserved	abstract	0
baseball	trusting	abstract	0
baseball	belong	abstract	0
baseball	ought	abstract	0
baseball	prevail	abstract	0
baseball	distrust	abstract	0
baseball	justify	abstract	0
baseball	accustom	abstract	0
baseball	were	abstract	0
baseball	assuming	abstract	0
baseball	meant	abstract	0
baseball	redefine	abstract	0
baseball	acquaint	abstract	0
baseball	imposing	abstract	0
baseball	aspire	abstract	0
baseball	should	abstract	0
baseball	await	abstract	0
baseball	causing	abstract	0
baseball	inspired	abstract	0
baseball	behoove	abstract	0
baseball	disown	abstract	0
baseball	valued	abstract	0
baseball	differ	abstract	0
baseball	estrange	abstract	0
baseball	fooling	abstract	0
baseball	instill	abstract	0
baseball	knowing	abstract	0
baseball	outdo	abstract	0
baseball	smitten	abstract	0
baseball	limiting	abstract	0
baseball	accrue	abstract	0
baseball	becomes	abstract	0
baseball	deduce	abstract	0
baseball	forsaken	abstract	0
baseball	implore	abstract	0
baseball	assuring	abstract	0
baseball	embitter	abstract	0
baseball	pertain	abstract	0
baseball	renounce	abstract	0
baseball	knew	abstract	0
baseball	degrade	abstract	0
baseball	deign	abstract	0
baseball	deprave	abstract	0
baseball	freeing	abstract	0
baseball	invoke	abstract	0
baseball	oppress	abstract	0
baseball	oversell	abstract	0
baseball	preclude	abstract	0
baseball	pick	concrete	52
baseball	watch	concrete	33
baseball	throw	concrete	21
baseball	talk	concrete	14
baseball	carry	concrete	14
baseball	swing	concrete	10
baseball	beat	concrete	8
baseball	show	concrete	8
baseball	sign	concrete	6
baseball	console	concrete	5
baseball	build	concrete	5
baseball	cover	concrete	4
baseball	catch	concrete	4
baseball	call	concrete	4
baseball	break	concrete	4
baseball	push	concrete	3
baseball	check	concrete	3
baseball	buckle	concrete	2
baseball	pull	concrete	2
baseball	toss	concrete	2
baseball	visit	concrete	2
baseball	vote	concrete	2
baseball	pack	concrete	2
baseball	reach	concrete	2
baseball	nail	concrete	1
baseball	smack	concrete	1
baseball	handle	concrete	1
baseball	swim	concrete	1
baseball	wrestle	concrete	1
baseball	write	concrete	1
baseball	drop	concrete	1
baseball	shout	concrete	1
baseball	wrap	concrete	1
baseball	snap	concrete	1
baseball	crumble	concrete	1
baseball	fall	concrete	1
baseball	draw	concrete	1
baseball	brace	concrete	1
baseball	shatter	concrete	1
baseball	drive	concrete	1
baseball	snatch	concrete	1
baseball	steal	concrete	1
baseball	bludgeon	concrete	1
baseball	smash	concrete	1
baseball	serve	concrete	1
baseball	carve	concrete	1
baseball	comb	concrete	0
baseball	tire	concrete	0
baseball	smoke	concrete	0
baseball	scissor	concrete	0
baseball	blinking	concrete	0
baseball	rake	concrete	0
baseball	screw	concrete	0
baseball	firebomb	concrete	0
baseball	handcuff	concrete	0
baseball	paint	concrete	0
baseball	leaves	concrete	0
baseball	skating	concrete	0
baseball	vomit	concrete	0
baseball	piss	concrete	0
baseball	slap	concrete	0
baseball	spit	concrete	0
baseball	caulk	concrete	0
baseball	sandbag	concrete	0
baseball	whip	concrete	0
baseball	eave	concrete	0
baseball	snowshoe	concrete	0
baseball	spout	concrete	0
baseball	barge	concrete	0
baseball	legging	concrete	0
baseball	crochet	concrete	0
baseball	lock	concrete	0
baseball	sprout	concrete	0
baseball	chisel	concrete	0
baseball	meth	concrete	0
baseball	seal	concrete	0
baseball	stoop	concrete	0
baseball	drool	concrete	0
baseball	peel	concrete	0
baseball	drawing	concrete	0
baseball	puke	concrete	0
baseball	sail	concrete	0
baseball	stick	concrete	0
baseball	skate	concrete	0
baseball	tear	concrete	0
baseball	shed	concrete	0
baseball	brush	concrete	0
baseball	step	concrete	0
baseball	weep	concrete	0
baseball	clamp	concrete	0
baseball	dial	concrete	0
baseball	dunk	concrete	0
baseball	honk	concrete	0
baseball	jump	concrete	0
baseball	kissing	concrete	0
baseball	lick	concrete	0
baseball	spike	concrete	0
baseball	bodysurf	concrete	0
baseball	crank	concrete	0
baseball	ditch	concrete	0
battery	require	abstract	281
battery	need	abstract	211
battery	conserve	abstract	121
battery	ensure	abstract	59
battery	reduce	abstract	58
battery	improve	abstract	53
battery	recall	abstract	38
battery	prolong	abstract	37
battery	develop	abstract	31
battery	know	abstract	29
battery	remain	abstract	27
battery	expect	abstract	25
battery	want	abstract	23
battery	maximize	abstract	21
battery	affect	abstract	19
battery	enrich	abstract	17
battery	enable	abstract	17
battery	forget	abstract	16
battery	depend	abstract	15
battery	consider	abstract	14
battery	manage	abstract	14
battery	rely	abstract	13
battery	reclaim	abstract	12
battery	relate	abstract	10
battery	assume	abstract	9
battery	suggest	abstract	9
battery	become	abstract	7
battery	renew	abstract	7
battery	comprise	abstract	6
battery	engage	abstract	6
battery	promise	abstract	5
battery	hope	abstract	4
battery	believe	abstract	4
battery	approve	abstract	4
battery	utilize	abstract	4
battery	devote	abstract	4
battery	commit	abstract	4
battery	imagine	abstract	3
battery	presume	abstract	3
battery	astound	abstract	3
battery	revert	abstract	3
battery	regulate	abstract	3
battery	trust	abstract	3
battery	consist	abstract	3
battery	solve	abstract	3
battery	degrade	abstract	2
battery	seem	abstract	2
battery	exceed	abstract	2
battery	prove	abstract	2
battery	occur	abstract	2
battery	annoy	abstract	2
battery	vary	abstract	2
battery	explain	abstract	2
battery	bother	abstract	2
battery	declare	abstract	2
battery	love	abstract	2
battery	welcome	abstract	2
battery	glorify	abstract	2
battery	render	abstract	2
battery	confirm	abstract	2
battery	define	abstract	2
battery	await	abstract	1
battery	prefer	abstract	1
battery	intend	abstract	1
battery	expend	abstract	1
battery	reckon	abstract	1
